"president","date","approve","disapprove"
"Trump",2017-03-02,45.4,48.2
"Trump",2017-03-02,43,51
"Trump",2017-03-03,43,50
"Trump",2017-03-03,48,51
"Trump",2017-03-03,45,52
"Trump",2017-03-03,46.8,46.7
"Trump",2017-03-04,44,50
"Trump",2017-03-04,43,46
"Trump",2017-03-04,47.6,46
"Trump",2017-03-05,43,51
"Trump",2017-03-05,47.6,46
"Trump",2017-03-06,48.3,45.6
"Trump",2017-03-06,47,52
"Trump",2017-03-06,42,53
"Trump",2017-03-06,43,55
"Trump",2017-03-07,41,53
"Trump",2017-03-06,42,49
"Trump",2017-03-07,44,51
"Trump",2017-03-07,49,45.3
"Trump",2017-03-08,48.7,46.2
"Trump",2017-03-08,42,52
"Trump",2017-03-09,36,58
"Trump",2017-03-09,44,49
"Trump",2017-03-09,47.9,46.9
"Trump",2017-03-10,45,49
"Trump",2017-03-10,47.1,47.8
"Trump",2017-03-11,46.9,48.3
"Trump",2017-03-11,42,51
"Trump",2017-03-12,45.3,48.9
"Trump",2017-03-12,39,55
"Trump",2017-03-13,40,54
"Trump",2017-03-13,44.5,48.7
"Trump",2017-03-13,46,53
"Trump",2017-03-14,44.2,49
"Trump",2017-03-13,41,49
"Trump",2017-03-14,42,53
"Trump",2017-03-15,42,58
"Trump",2017-03-15,44.4,48.8
"Trump",2017-03-15,41,54
"Trump",2017-03-16,42.4,50.4
"Trump",2017-03-16,40,55
"Trump",2017-03-17,37,58
"Trump",2017-03-17,44.8,49.2
"Trump",2017-03-18,39,55
"Trump",2017-03-18,45.7,48
"Trump",2017-03-19,39,56
"Trump",2017-03-19,46.3,47.7
"Trump",2017-03-19,41,54
"Trump",2017-03-20,41,46
"Trump",2017-03-20,42,55
"Trump",2017-03-20,45.9,48.2
"Trump",2017-03-20,40,55
"Trump",2017-03-21,39,56
"Trump",2017-03-21,48,46.5
"Trump",2017-03-22,46.2,48.1
"Trump",2017-03-22,41,54
"Trump",2017-03-22,37,62
"Trump",2017-03-23,41,54
"Trump",2017-03-23,46,48.9
"Trump",2017-03-24,44.2,49.8
"Trump",2017-03-24,40,54
"Trump",2017-03-25,42,58
"Trump",2017-03-24,37,51
"Trump",2017-03-25,44.5,48.9
"Trump",2017-03-25,36,57
"Trump",2017-03-26,43.4,49.2
"Trump",2017-03-26,36,56
"Trump",2017-03-27,41,47
"Trump",2017-03-27,44,56
"Trump",2017-03-27,34,56
"Trump",2017-03-27,45,47.1
"Trump",2017-03-27,35,59
"Trump",2017-03-27,40,52
"Trump",2017-03-28,33,66
"Trump",2017-03-28,38,57
"Trump",2017-03-28,40,53
"Trump",2017-03-28,45.5,46.5
"Trump",2017-03-29,38,56
"Trump",2017-03-29,47.2,45.9
"Trump",2017-03-30,40,56
"Trump",2017-03-30,47.3,46.4
"Trump",2017-03-31,38,57
"Trump",2017-03-31,47.4,47.3
"Trump",2017-03-31,41,55
"Trump",2017-04-01,38,57
"Trump",2017-04-01,46.2,49.5
"Trump",2017-04-02,39,55
"Trump",2017-04-02,45.5,50.7
"Trump",2017-04-03,42,56
"Trump",2017-04-03,42,52
"Trump",2017-04-03,45,51.1
"Trump",2017-04-03,40,48
"Trump",2017-04-04,35,65
"Trump",2017-04-04,44.3,51.6
"Trump",2017-04-04,41,53
"Trump",2017-04-05,39,48
"Trump",2017-04-05,40,54
"Trump",2017-04-05,44.2,50.3
"Trump",2017-04-06,40,54
"Trump",2017-04-06,45.4,49.1
"Trump",2017-04-07,40,54
"Trump",2017-04-07,46.5,47.8
"Trump",2017-04-08,39,54
"Trump",2017-04-08,43,49
"Trump",2017-04-08,40,53
"Trump",2017-04-08,48,46.3
"Trump",2017-04-09,40,54
"Trump",2017-04-09,48.5,46.6
"Trump",2017-04-10,41,52
"Trump",2017-04-10,44,53
"Trump",2017-04-10,47.5,47.3
"Trump",2017-04-11,40,54
"Trump",2017-04-10,40,50
"Trump",2017-04-11,35,64
"Trump",2017-04-11,39,61
"Trump",2017-04-11,47,48
"Trump",2017-04-12,45.9,49.6
"Trump",2017-04-11,39,48
"Trump",2017-04-12,40,55
"Trump",2017-04-13,44.7,50.7
"Trump",2017-04-13,39,55
"Trump",2017-04-14,44.4,50.2
"Trump",2017-04-14,41,53
"Trump",2017-04-15,43.2,52.5
"Trump",2017-04-16,41,52
"Trump",2017-04-16,42.4,53
"Trump",2017-04-17,42,52
"Trump",2017-04-17,41,49
"Trump",2017-04-17,45,53.5
"Trump",2017-04-17,42,53.1
"Trump",2017-04-17,34,65
"Trump",2017-04-18,43,50
"Trump",2017-04-18,41.6,53.3
"Trump",2017-04-19,39,56
"Trump",2017-04-19,43,51
"Trump",2017-04-18,39,47
"Trump",2017-04-19,42,53
"Trump",2017-04-19,39.8,54.8
"Trump",2017-04-19,40,54
"Trump",2017-04-20,42,52
"Trump",2017-04-20,40.1,53.6
"Trump",2017-04-20,45,50
"Trump",2017-04-21,40,53.5
"Trump",2017-04-21,40,54
"Trump",2017-04-22,39.7,53.9
"Trump",2017-04-22,40,54
"Trump",2017-04-23,40.5,52.9
"Trump",2017-04-23,41,53
"Trump",2017-04-23,40,55
"Trump",2017-04-24,39,56
"Trump",2017-04-24,41.7,52.5
"Trump",2017-04-24,46,52
"Trump",2017-04-24,42,49
"Trump",2017-04-24,44,54
"Trump",2017-04-25,40,55
"Trump",2017-04-25,41.5,53.2
"Trump",2017-04-26,41.9,52.2
"Trump",2017-04-26,32,68
"Trump",2017-04-26,43,52
"Trump",2017-04-27,43,51
"Trump",2017-04-27,42.6,51.6
"Trump",2017-04-28,42,53
"Trump",2017-04-28,43,51.7
"Trump",2017-04-29,43.6,50.9
"Trump",2017-04-29,41,55
"Trump",2017-04-30,43.4,51.6
"Trump",2017-04-30,42,54
"Trump",2017-05-01,45,52
"Trump",2017-05-01,43.4,51.6
"Trump",2017-05-01,43,47
"Trump",2017-05-01,42,52
"Trump",2017-05-01,39,54
"Trump",2017-05-02,43.2,51.7
"Trump",2017-05-03,42,52
"Trump",2017-05-03,43.6,51.2
"Trump",2017-05-04,42.3,51.9
"Trump",2017-05-04,40,54
"Trump",2017-05-04,40,54
"Trump",2017-05-05,40,54
"Trump",2017-05-05,42.9,50.9
"Trump",2017-05-06,42.8,51.6
"Trump",2017-05-06,42,53
"Trump",2017-05-07,40,53
"Trump",2017-05-07,42.5,51.9
"Trump",2017-05-08,41,53.4
"Trump",2017-05-08,43,55
"Trump",2017-05-08,40,53
"Trump",2017-05-08,41,51
"Trump",2017-05-09,38,55
"Trump",2017-05-09,42,52.9
"Trump",2017-05-10,41,54
"Trump",2017-05-10,41.1,53.7
"Trump",2017-05-11,40,55
"Trump",2017-05-11,40.9,53.7
"Trump",2017-05-12,39,54
"Trump",2017-05-12,39,56
"Trump",2017-05-12,40.9,53.5
"Trump",2017-05-13,39.6,54.6
"Trump",2017-05-13,38,57
"Trump",2017-05-14,38.8,55.5
"Trump",2017-05-14,38,57
"Trump",2017-05-15,39,51
"Trump",2017-05-15,38.7,55.5
"Trump",2017-05-15,39,53
"Trump",2017-05-15,38,57
"Trump",2017-05-15,40,58
"Trump",2017-05-16,38,56.2
"Trump",2017-05-16,38,56
"Trump",2017-05-17,37,57.4
"Trump",2017-05-17,29,71
"Trump",2017-05-17,38,56
"Trump",2017-05-18,37.1,56.8
"Trump",2017-05-18,37,56
"Trump",2017-05-19,37,58
"Trump",2017-05-19,37.1,57.1
"Trump",2017-05-19,38,56
"Trump",2017-05-19,39,56
"Trump",2017-05-20,37,56
"Trump",2017-05-20,36.6,57.3
"Trump",2017-05-21,37.3,56.9
"Trump",2017-05-21,38,56
"Trump",2017-05-22,37.9,56.1
"Trump",2017-05-22,42,56
"Trump",2017-05-22,39,55
"Trump",2017-05-22,39,51
"Trump",2017-05-23,39,55
"Trump",2017-05-23,38.4,56.4
"Trump",2017-05-24,37.9,56.6
"Trump",2017-05-24,41,54
"Trump",2017-05-24,29.1,70.2
"Trump",2017-05-25,41,54
"Trump",2017-05-25,38.8,55.8
"Trump",2017-05-26,39.5,54.9
"Trump",2017-05-26,42,53
"Trump",2017-05-27,39.9,55.2
"Trump",2017-05-27,42,53
"Trump",2017-05-28,39.9,54.9
"Trump",2017-05-28,41,54
"Trump",2017-05-29,41.2,54
"Trump",2017-05-29,38,51
"Trump",2017-05-29,41,53
"Trump",2017-05-29,41,57
"Trump",2017-05-30,39.9,55.4
"Trump",2017-05-30,40,54
"Trump",2017-05-31,39,55
"Trump",2017-05-30,44,50
"Trump",2017-05-31,38.4,57.6
"Trump",2017-06-01,37,57
"Trump",2017-06-01,39,57.1
"Trump",2017-06-02,36,58
"Trump",2017-06-02,38.7,57.5
"Trump",2017-06-03,37,55
"Trump",2017-06-03,37.6,58.4
"Trump",2017-06-03,37,57
"Trump",2017-06-04,38,57
"Trump",2017-06-04,37.7,58.1
"Trump",2017-06-05,38,54
"Trump",2017-06-05,41,57
"Trump",2017-06-05,37.9,57.1
"Trump",2017-06-05,38,57
"Trump",2017-06-06,37,58
"Trump",2017-06-06,36.9,57.9
"Trump",2017-06-07,37,58
"Trump",2017-06-07,36.6,57.5
"Trump",2017-06-08,37.1,57.5
"Trump",2017-06-08,39,56
"Trump",2017-06-09,38,58
"Trump",2017-06-09,37.5,57.1
"Trump",2017-06-10,36,59
"Trump",2017-06-10,35,64
"Trump",2017-06-10,40.3,55.6
"Trump",2017-06-10,44,50
"Trump",2017-06-11,36,60
"Trump",2017-06-11,40.4,55.7
"Trump",2017-06-11,37,51
"Trump",2017-06-12,40.2,56.4
"Trump",2017-06-12,36,59
"Trump",2017-06-12,43,55
"Trump",2017-06-12,39,52
"Trump",2017-06-13,38.8,57.3
"Trump",2017-06-13,39,55
"Trump",2017-06-13,38,57
"Trump",2017-06-14,38,57
"Trump",2017-06-14,38.8,57.4
"Trump",2017-06-15,35.8,60.4
"Trump",2017-06-15,39,55
"Trump",2017-06-16,39,55
"Trump",2017-06-16,36.7,59.8
"Trump",2017-06-17,36.7,59.5
"Trump",2017-06-17,23.9,75.9
"Trump",2017-06-17,36,57
"Trump",2017-06-17,38,56
"Trump",2017-06-16,40,56
"Trump",2017-06-17,43,51
"Trump",2017-06-18,37,57
"Trump",2017-06-18,37.6,58.6
"Trump",2017-06-19,37,58
"Trump",2017-06-19,39.2,57
"Trump",2017-06-19,40,49
"Trump",2017-06-19,37,59
"Trump",2017-06-19,40,55
"Trump",2017-06-19,43,54
"Trump",2017-06-20,39,56
"Trump",2017-06-20,38.7,56.2
"Trump",2017-06-21,42,54
"Trump",2017-06-20,44,50
"Trump",2017-06-21,37,56.7
"Trump",2017-06-22,39,55
"Trump",2017-06-22,35.9,57.2
"Trump",2017-06-23,37,51
"Trump",2017-06-23,38,57
"Trump",2017-06-23,35.9,56.9
"Trump",2017-06-24,36,58
"Trump",2017-06-24,31,69
"Trump",2017-06-24,34.4,58.2
"Trump",2017-06-25,35.4,58.1
"Trump",2017-06-25,39,57
"Trump",2017-06-26,39,51
"Trump",2017-06-26,37,58
"Trump",2017-06-26,41,56
"Trump",2017-06-26,39,56
"Trump",2017-06-26,36.2,57.6
"Trump",2017-06-27,40,56
"Trump",2017-06-27,36.6,56.6
"Trump",2017-06-28,38,57
"Trump",2017-06-28,37.6,56.2
"Trump",2017-06-29,38.7,54.7
"Trump",2017-06-29,38,57
"Trump",2017-06-30,38.1,54.9
"Trump",2017-06-30,37,57
"Trump",2017-07-01,38.3,54.8
"Trump",2017-07-01,30,69
"Trump",2017-07-01,39,56
"Trump",2017-07-02,37,57
"Trump",2017-07-02,37.8,56.8
"Trump",2017-07-03,43,55
"Trump",2017-07-03,38.1,57.1
"Trump",2017-07-03,38,52
"Trump",2017-07-04,37,57
"Trump",2017-07-04,38,57.8
"Trump",2017-07-05,39.2,57.1
"Trump",2017-07-05,37,57
"Trump",2017-07-06,38,56
"Trump",2017-07-06,39.8,56.3
"Trump",2017-07-07,39,56
"Trump",2017-07-07,39.3,56.9
"Trump",2017-07-08,39,56
"Trump",2017-07-07,38,57
"Trump",2017-07-08,45,49
"Trump",2017-07-08,39.6,56.8
"Trump",2017-07-08,33,66
"Trump",2017-07-09,39.9,56.2
"Trump",2017-07-09,40,55
"Trump",2017-07-10,40,56
"Trump",2017-07-10,37,52
"Trump",2017-07-10,40,55
"Trump",2017-07-10,40.8,55.5
"Trump",2017-07-10,42,56
"Trump",2017-07-11,40.6,56
"Trump",2017-07-12,39,55
"Trump",2017-07-12,36,58
"Trump",2017-07-12,41.5,55.2
"Trump",2017-07-13,40.2,55.9
"Trump",2017-07-13,38,57
"Trump",2017-07-14,40.2,56
"Trump",2017-07-14,43,51
"Trump",2017-07-14,38,56
"Trump",2017-07-15,37.7,58.1
"Trump",2017-07-15,39,52
"Trump",2017-07-15,39,56
"Trump",2017-07-16,37.6,58.1
"Trump",2017-07-16,38,56
"Trump",2017-07-16,33,66
"Trump",2017-07-17,38.3,56.5
"Trump",2017-07-17,42,57
"Trump",2017-07-17,38,54
"Trump",2017-07-17,37,57
"Trump",2017-07-18,44,51
"Trump",2017-07-18,36,59
"Trump",2017-07-18,38.3,55.6
"Trump",2017-07-19,35,57
"Trump",2017-07-19,37,58
"Trump",2017-07-19,38,54.9
"Trump",2017-07-20,36.8,55.1
"Trump",2017-07-20,38,57
"Trump",2017-07-21,39,55
"Trump",2017-07-21,36.3,55.7
"Trump",2017-07-22,37,58
"Trump",2017-07-22,35.1,58.3
"Trump",2017-07-22,44,52
"Trump",2017-07-23,35.2,59.1
"Trump",2017-07-23,31,68
"Trump",2017-07-23,36,59
"Trump",2017-07-24,39,51
"Trump",2017-07-24,37,58
"Trump",2017-07-24,35.7,59.3
"Trump",2017-07-24,39,58
"Trump",2017-07-25,39,55
"Trump",2017-07-25,37.7,57.9
"Trump",2017-07-26,44,54
"Trump",2017-07-26,36.6,58.9
"Trump",2017-07-26,39,54
"Trump",2017-07-27,36.8,58.6
"Trump",2017-07-27,39,56
"Trump",2017-07-28,38,57
"Trump",2017-07-28,37,58.5
"Trump",2017-07-29,37,59
"Trump",2017-07-29,37.1,58.5
"Trump",2017-07-30,37,59
"Trump",2017-07-30,37.1,58.7
"Trump",2017-07-31,37.5,57.7
"Trump",2017-07-31,36,60
"Trump",2017-07-31,39,59
"Trump",2017-07-31,37,54
"Trump",2017-08-01,36.9,58.2
"Trump",2017-08-01,36,58
"Trump",2017-08-01,32,59
"Trump",2017-08-02,35.8,59
"Trump",2017-08-02,36,58
"Trump",2017-08-03,37,55
"Trump",2017-08-03,35,60.2
"Trump",2017-08-04,34.5,60.5
"Trump",2017-08-03,36,61
"Trump",2017-08-04,38,56
"Trump",2017-08-05,36,58
"Trump",2017-08-05,38,56
"Trump",2017-08-05,36.4,59.9
"Trump",2017-08-05,38,57
"Trump",2017-08-06,32,67
"Trump",2017-08-06,37.3,58.9
"Trump",2017-08-06,37,59
"Trump",2017-08-07,37,53
"Trump",2017-08-07,36,58
"Trump",2017-08-07,41,57
"Trump",2017-08-07,40,55
"Trump",2017-08-07,36.3,59.2
"Trump",2017-08-08,37.9,56.6
"Trump",2017-08-08,36,57
"Trump",2017-08-09,37,56
"Trump",2017-08-09,38.9,55.2
"Trump",2017-08-10,37.3,56.6
"Trump",2017-08-10,35,55
"Trump",2017-08-10,37,57
"Trump",2017-08-11,36,59
"Trump",2017-08-11,36.3,56.6
"Trump",2017-08-12,41,49
"Trump",2017-08-12,43,51
"Trump",2017-08-12,36,56.6
"Trump",2017-08-12,34,61
"Trump",2017-08-13,35.5,57.5
"Trump",2017-08-13,36,59
"Trump",2017-08-14,36,58
"Trump",2017-08-14,33.8,59.6
"Trump",2017-08-14,39,51
"Trump",2017-08-14,40,58
"Trump",2017-08-14,34,58
"Trump",2017-08-14,35,51
"Trump",2017-08-14,36,63
"Trump",2017-08-15,34.6,58.9
"Trump",2017-08-15,37,57
"Trump",2017-08-16,34.9,59.2
"Trump",2017-08-16,38,57
"Trump",2017-08-17,35.9,58.5
"Trump",2017-08-17,37,57
"Trump",2017-08-18,37,58
"Trump",2017-08-18,36,58
"Trump",2017-08-18,35.7,59.1
"Trump",2017-08-18,38,56
"Trump",2017-08-19,35,59
"Trump",2017-08-19,36,63
"Trump",2017-08-19,33,62
"Trump",2017-08-19,35.9,59
"Trump",2017-08-18,34,57
"Trump",2017-08-20,35.8,59.3
"Trump",2017-08-20,35,60
"Trump",2017-08-20,31,68
"Trump",2017-08-21,35,59
"Trump",2017-08-21,35.9,59.2
"Trump",2017-08-21,39,51
"Trump",2017-08-21,39,59
"Trump",2017-08-22,34,60
"Trump",2017-08-22,35.5,59.6
"Trump",2017-08-23,35.4,59
"Trump",2017-08-23,34,60
"Trump",2017-08-24,36.1,58.4
"Trump",2017-08-24,35,60
"Trump",2017-08-25,35,60
"Trump",2017-08-25,36,58.3
"Trump",2017-08-25,39,54
"Trump",2017-08-26,35,60
"Trump",2017-08-26,36.6,58
"Trump",2017-08-27,36,64
"Trump",2017-08-26,39,59
"Trump",2017-08-27,36.7,58.2
"Trump",2017-08-27,35,60
"Trump",2017-08-27,38,57
"Trump",2017-08-28,40,59
"Trump",2017-08-28,35,59
"Trump",2017-08-28,37.6,58.4
"Trump",2017-08-28,38,53
"Trump",2017-08-29,34,60
"Trump",2017-08-29,38.1,57.8
"Trump",2017-08-30,34,61
"Trump",2017-08-30,37.9,58
"Trump",2017-08-31,37.6,58.6
"Trump",2017-08-31,34,61
"Trump",2017-09-01,38.2,58.6
"Trump",2017-09-01,43,50
"Trump",2017-09-01,36,58
"Trump",2017-09-02,38,56
"Trump",2017-09-02,39.1,57.5
"Trump",2017-09-03,39.7,56.4
"Trump",2017-09-03,41,59
"Trump",2017-09-03,37,56
"Trump",2017-09-04,40,57
"Trump",2017-09-04,41,54.7
"Trump",2017-09-04,37,56
"Trump",2017-09-04,41,52
"Trump",2017-09-05,36,57
"Trump",2017-09-05,40.9,54.8
"Trump",2017-09-06,39.6,55.8
"Trump",2017-09-06,36,57
"Trump",2017-09-07,38.7,55.5
"Trump",2017-09-07,38,56
"Trump",2017-09-08,39,51
"Trump",2017-09-08,36.7,56.9
"Trump",2017-09-08,38,56
"Trump",2017-09-09,43,56
"Trump",2017-09-09,38,57
"Trump",2017-09-09,35.3,58.1
"Trump",2017-09-10,34.7,58.6
"Trump",2017-09-10,37,58
"Trump",2017-09-11,43,55
"Trump",2017-09-11,39,52
"Trump",2017-09-11,35.3,58.3
"Trump",2017-09-11,37,57
"Trump",2017-09-12,39,50
"Trump",2017-09-11,34.5,50.65
"Trump",2017-09-12,36.8,57.5
"Trump",2017-09-12,37,56
"Trump",2017-09-13,42.8,53.2
"Trump",2017-09-13,40,51
"Trump",2017-09-13,37,57
"Trump",2017-09-13,41,51
"Trump",2017-09-13,38.4,56.3
"Trump",2017-09-14,39.5,54.9
"Trump",2017-09-14,36,59
"Trump",2017-09-15,39.4,54.9
"Trump",2017-09-15,38,57
"Trump",2017-09-16,43,52
"Trump",2017-09-16,38,56
"Trump",2017-09-15,38,57
"Trump",2017-09-16,37.5,56.5
"Trump",2017-09-16,42,51
"Trump",2017-09-17,38,55
"Trump",2017-09-17,39,54.8
"Trump",2017-09-17,40,49
"Trump",2017-09-17,42,57
"Trump",2017-09-18,45,53
"Trump",2017-09-18,39,55
"Trump",2017-09-18,38.2,55.9
"Trump",2017-09-18,39,49
"Trump",2017-09-19,40,55
"Trump",2017-09-19,35,59
"Trump",2017-09-19,38.3,56.4
"Trump",2017-09-19,37,56
"Trump",2017-09-20,38,56
"Trump",2017-09-19,38.21,48.66
"Trump",2017-09-20,38.3,56
"Trump",2017-09-20,39,57
"Trump",2017-09-21,37,56
"Trump",2017-09-21,38.6,55.2
"Trump",2017-09-22,40,54
"Trump",2017-09-22,37.8,56.3
"Trump",2017-09-23,43,52
"Trump",2017-09-23,39,54
"Trump",2017-09-23,38.4,55.6
"Trump",2017-09-23,35,55
"Trump",2017-09-23,36,48
"Trump",2017-09-24,37.7,56.7
"Trump",2017-09-23,34,65
"Trump",2017-09-24,39,56
"Trump",2017-09-25,37.5,57.1
"Trump",2017-09-25,37,58
"Trump",2017-09-25,37,53
"Trump",2017-09-25,40,57
"Trump",2017-09-26,38,52
"Trump",2017-09-26,37,54
"Trump",2017-09-26,36,59
"Trump",2017-09-26,38.1,56.7
"Trump",2017-09-27,37,56
"Trump",2017-09-26,34.57,52.77
"Trump",2017-09-27,37,59
"Trump",2017-09-27,38.3,56.8
"Trump",2017-09-28,37,58
"Trump",2017-09-28,37.9,57.4
"Trump",2017-09-27,39,55
"Trump",2017-09-29,38.6,57
"Trump",2017-09-29,38,57
"Trump",2017-09-30,44,51
"Trump",2017-09-30,32,67
"Trump",2017-09-30,37,57
"Trump",2017-09-30,39,56.8
"Trump",2017-10-01,38,57
"Trump",2017-10-01,39,60
"Trump",2017-10-01,37.3,57.8
"Trump",2017-10-01,37,63
"Trump",2017-10-02,39,57
"Trump",2017-10-01,41,57
"Trump",2017-10-02,36.4,58.4
"Trump",2017-10-02,39,54
"Trump",2017-10-03,35.6,58.7
"Trump",2017-10-03,39,56
"Trump",2017-10-03,36.2,51.62
"Trump",2017-10-04,36,58.8
"Trump",2017-10-04,39,57
"Trump",2017-10-03,33,61
"Trump",2017-10-05,35.2,59.3
"Trump",2017-10-05,39,56
"Trump",2017-10-06,35.4,59.8
"Trump",2017-10-06,38,57
"Trump",2017-10-07,41,52
"Trump",2017-10-07,37,56
"Trump",2017-10-07,36,58.8
"Trump",2017-10-08,41,57
"Trump",2017-10-08,42,58
"Trump",2017-10-08,36,58
"Trump",2017-10-08,36.9,58.6
"Trump",2017-10-07,38,58
"Trump",2017-10-08,36,52
"Trump",2017-10-09,36.2,58.9
"Trump",2017-10-09,36,52
"Trump",2017-10-09,37,56
"Trump",2017-10-10,35.9,59.3
"Trump",2017-10-10,37,57
"Trump",2017-10-10,33.53,51.57
"Trump",2017-10-11,39,54
"Trump",2017-10-11,36.7,57.7
"Trump",2017-10-12,38,56
"Trump",2017-10-12,37.5,57.9
"Trump",2017-10-13,37.4,57.9
"Trump",2017-10-13,38,56
"Trump",2017-10-14,42,51
"Trump",2017-10-14,37.2,58.5
"Trump",2017-10-14,36,59
"Trump",2017-10-14,37,57
"Trump",2017-10-15,33,66
"Trump",2017-10-15,37.8,58.1
"Trump",2017-10-15,39,59
"Trump",2017-10-15,37,58
"Trump",2017-10-16,36,59
"Trump",2017-10-16,37.5,58.9
"Trump",2017-10-16,37,55
"Trump",2017-10-15,37,52
"Trump",2017-10-17,36,59
"Trump",2017-10-17,36.7,59
"Trump",2017-10-18,35,60
"Trump",2017-10-18,36.7,58.2
"Trump",2017-10-17,33.74,53.38
"Trump",2017-10-18,40,54
"Trump",2017-10-19,36.1,58.9
"Trump",2017-10-19,36,59
"Trump",2017-10-19,34,61
"Trump",2017-10-20,35.5,59.4
"Trump",2017-10-20,36,58
"Trump",2017-10-21,35,59.9
"Trump",2017-10-21,40,53
"Trump",2017-10-21,36,57
"Trump",2017-10-22,36,58
"Trump",2017-10-22,39,59
"Trump",2017-10-22,34.6,60.5
"Trump",2017-10-22,36,64
"Trump",2017-10-23,37,53
"Trump",2017-10-23,36,59
"Trump",2017-10-23,34.7,60.8
"Trump",2017-10-24,37,58
"Trump",2017-10-24,41,54
"Trump",2017-10-24,35.1,59.7
"Trump",2017-10-25,39,58
"Trump",2017-10-25,36.4,58.5
"Trump",2017-10-25,36,58
"Trump",2017-10-24,37.02,50.98
"Trump",2017-10-25,38,58
"Trump",2017-10-26,36,59
"Trump",2017-10-26,37.3,57.8
"Trump",2017-10-27,36.4,58.7
"Trump",2017-10-27,35,60
"Trump",2017-10-28,44,51
"Trump",2017-10-27,34,59
"Trump",2017-10-28,36.2,59.2
"Trump",2017-10-28,33,62
"Trump",2017-10-29,39,55
"Trump",2017-10-29,34,62
"Trump",2017-10-29,41,58
"Trump",2017-10-29,37,62
"Trump",2017-10-29,36.2,60
"Trump",2017-10-30,36.2,60.6
"Trump",2017-10-30,35,61
"Trump",2017-10-30,36,58
"Trump",2017-10-30,40,52
"Trump",2017-10-31,35,61.2
"Trump",2017-10-31,37,59
"Trump",2017-10-31,38,58
"Trump",2017-11-01,39,57
"Trump",2017-11-01,36.4,60.2
"Trump",2017-10-31,36.99,52.43
"Trump",2017-11-01,42,50
"Trump",2017-11-02,35,60.7
"Trump",2017-11-02,39,56
"Trump",2017-11-03,35.8,59.4
"Trump",2017-11-03,37,57
"Trump",2017-11-04,35.9,59.1
"Trump",2017-11-04,36,58
"Trump",2017-11-04,44,50
"Trump",2017-11-04,37,57
"Trump",2017-11-05,37,62
"Trump",2017-11-05,37,57
"Trump",2017-11-05,41,57
"Trump",2017-11-05,34.8,59.8
"Trump",2017-11-06,37,54
"Trump",2017-11-06,38,55
"Trump",2017-11-06,35.6,59.2
"Trump",2017-11-07,36,46
"Trump",2017-11-07,36.3,58.8
"Trump",2017-11-07,37,57
"Trump",2017-11-08,39,53
"Trump",2017-11-08,34.9,60.8
"Trump",2017-11-07,38.32,46.91
"Trump",2017-11-08,37,58
"Trump",2017-11-09,38,57
"Trump",2017-11-09,35.5,60.2
"Trump",2017-11-10,39,55
"Trump",2017-11-10,37.5,58
"Trump",2017-11-10,40,56
"Trump",2017-11-11,36.8,58.2
"Trump",2017-11-11,38,56
"Trump",2017-11-12,41,57
"Trump",2017-11-12,38,57
"Trump",2017-11-12,37.4,58.6
"Trump",2017-11-13,37,57
"Trump",2017-11-13,34,55
"Trump",2017-11-13,38,57.1
"Trump",2017-11-14,39,55
"Trump",2017-11-14,37,57
"Trump",2017-11-14,37.8,57.2
"Trump",2017-11-14,35.24,50.85
"Trump",2017-11-15,37,56
"Trump",2017-11-15,37.4,57.6
"Trump",2017-11-16,37.7,57.6
"Trump",2017-11-16,39,56
"Trump",2017-11-17,38,57
"Trump",2017-11-17,37.4,57.2
"Trump",2017-11-18,36.6,59
"Trump",2017-11-18,38,57
"Trump",2017-11-18,44,49
"Trump",2017-11-19,41,57
"Trump",2017-11-19,36.5,58.6
"Trump",2017-11-19,35,61
"Trump",2017-11-19,38,62
"Trump",2017-11-19,36,57
"Trump",2017-11-20,38,55
"Trump",2017-11-20,36.4,59
"Trump",2017-11-20,37,54
"Trump",2017-11-21,38,55
"Trump",2017-11-21,36.6,58.9
"Trump",2017-11-21,37.57,49.66
"Trump",2017-11-22,36.1,59.5
"Trump",2017-11-21,41.2,54.1
"Trump",2017-11-23,38,55
"Trump",2017-11-23,38.5,56.4
"Trump",2017-11-24,37.3,57.6
"Trump",2017-11-24,37,57
"Trump",2017-11-25,37,57
"Trump",2017-11-25,37.9,57.5
"Trump",2017-11-26,37,56
"Trump",2017-11-26,37.8,57.4
"Trump",2017-11-26,39,60
"Trump",2017-11-27,38,55
"Trump",2017-11-27,37.7,57
"Trump",2017-11-27,39,53
"Trump",2017-11-28,37.1,57.4
"Trump",2017-11-28,36,57
"Trump",2017-11-28,35.32,52.25
"Trump",2017-11-29,37.8,57.3
"Trump",2017-11-28,36,62
"Trump",2017-11-29,34,60
"Trump",2017-11-29,41,52
"Trump",2017-11-30,33,62
"Trump",2017-11-30,37,57.3
"Trump",2017-12-01,34,61
"Trump",2017-12-01,37.7,57
"Trump",2017-12-01,36,59
"Trump",2017-12-02,35,60
"Trump",2017-12-02,38.3,56.8
"Trump",2017-12-01,32,63
"Trump",2017-12-03,42,51
"Trump",2017-12-03,35,60
"Trump",2017-12-03,36.9,59.2
"Trump",2017-12-03,39,58
"Trump",2017-12-04,37,51
"Trump",2017-12-04,36,59
"Trump",2017-12-04,36,57
"Trump",2017-12-04,37.1,59.1
"Trump",2017-12-04,29,71
"Trump",2017-12-05,37,59
"Trump",2017-12-05,34.82,50.18
"Trump",2017-12-05,36.7,59.1
